FID,region,cut,region_1,ine,comuna,provincia,shape_leng,cont,shape_le_1,shape_area,Shape__Area,Shape__Length
211,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1522.80308321,0,1522.77214521,140639.899364,347962.41796875,2396.51557752936
212,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,605.442154221,0,605.430150984,25190.6469287,62522.77734375,954.1029116834
213,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,787.90721987,0,787.890455299,43472.3849131,107536.71484375,1239.28692368389
214,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,404.016143114,0,404.00718822,12334.7700076,30511.33203125,635.414652310871
215,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,583.508836674,0,583.496494006,25495.9340837,63074.4453125,917.794012880638
216,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,13311.6199704,0,13311.3366549,4101516.32616,10162570.4570313,20961.9702360028
217,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,719.984025572,0,719.967358123,38443.0034259,95107.421875,1132.23511001002
218,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,462.645887903,0,462.636540141,15664.6762348,38757.47265625,727.711493035509
219,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,4661.5206374,0,4661.41840766,868228.399468,2151803.94921875,7342.59905522584
220,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,107420.181959,0,107417.837667,96146105.4186,238785134.242188,169298.054693803
221,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,447.065449563,0,447.057035696,13347.5715852,32994.5390625,702.671997152998
222,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,491.555294606,0,491.544982762,17916.7160458,44432.81640625,774.171073643992
223,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,401.645304764,0,401.636706251,12091.5407536,29909.6015625,631.619513446641
224,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,657.558616555,0,657.544635934,32253.2916349,79788.0078125,1034.13144376804
225,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,532.20309277,0,532.191352473,21137.5098116,52296.47265625,837.0894965417
226,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,352.88604095,0,352.877699623,9427.39386517,23320.796875,555.040641345151
227,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,569.480068349,0,569.467047941,24020.5022082,59428.21875,895.631414612727
228,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,463.149459383,0,463.140503172,16109.3862202,39880.9609375,728.647145282181
229,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,411.617158644,0,411.608908161,12362.0845777,30659.79296875,648.306502698478
230,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,399.563985867,0,399.556717595,11634.6810672,28785.390625,628.363179663683
231,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,471.417418065,0,471.406676808,16643.0302856,41177.92578125,741.540829416411
232,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,888.260934258,0,888.241675089,53701.2589302,132997.11328125,1397.97049559065
233,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,505.27689835,0,505.266283233,18957.4634601,46929.02734375,794.887417735242
234,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,423.286133428,0,423.278679405,13341.1053703,33012.75390625,665.887287086734
235,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,431.049745226,0,431.038329759,14183.5593017,35091.33984375,678.010181751378
236,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,670.15263221,0,670.136529328,26468.913707,65738.453125,1056.39394448399
237,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,637.746192826,0,637.732718538,30278.2180181,74920.45703125,1003.29618780234
238,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,4606.24215002,0,4606.1419049,976996.453556,2420395.0078125,7251.91978183184
239,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,423.885417345,0,423.875251195,13364.3066969,33120.8046875,667.435168517228
240,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,370.816563037,0,370.806549827,10272.8315305,25432.9765625,583.54758441804
241,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,643.830807968,0,643.816991012,27964.4835285,69140.4765625,1012.57104920548
242,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,471.487042378,0,471.477200093,16544.2225845,40937.98828125,741.692948862623
243,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,295.774682279,0,295.770841398,6538.30747167,16187.33203125,465.32367253991
244,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,510.742460036,0,510.732069873,18418.8182719,45578.28125,803.161586747677
245,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,325494.57089,0,325487.437065,337598363.841,840778300.304688,513436.559340556
246,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1175.22681502,0,1175.20261799,76582.1583793,189614.203125,1848.54950242279
247,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2002.1143412,0,2002.0703724,249372.085542,617412,3150.33928377398
248,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,445.25884083,0,445.248593637,14992.2866464,37218.2734375,701.531308825772
249,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1102.51742991,0,1102.49463541,69669.7543793,172397.64453125,1733.91419193103
250,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,303.198380689,0,303.190643904,6721.60459995,16631.98828125,476.893404453286
251,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,358.88524248,0,358.876846242,9343.90178654,23120.6171875,564.412588987756
252,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,457.247541708,0,457.236082348,14188.4598874,35112.34375,718.941531184879
253,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,403.996724004,0,403.986562437,12110.2217549,29984.37109375,635.599536087842
254,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,892.702831604,0,892.683632739,55280.8903086,136943.51953125,1405.68810375672
255,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,571.975243294,0,571.961470181,23239.0711463,57509.34765625,900.00537500298
256,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,443.897157606,0,443.885987896,14279.2150099,35335.7734375,698.453701190012
257,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,588.259353907,0,588.246457545,21648.5203325,53567.5390625,925.137134419337
258,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,4355.73920329,0,4355.64324859,509822.746119,1265452.35546875,6864.22975036933
259,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,440.948832245,0,440.942663887,13090.2589354,32396.0546875,693.328357673119
260,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,664.743028325,0,664.728315433,25473.4812958,63035.23828125,1044.8959885649
261,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,659.457736149,0,659.441826855,29343.1311155,72683.11328125,1038.30310917045
262,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,457.206199274,0,457.195043287,15452.9941532,38238.86328125,719.159331170656
263,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,453.820310731,0,453.810666382,15469.9040984,38280.96484375,713.847866399782
264,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2502.78817662,0,2502.73617644,323059.390118,800833.3671875,3942.85065779548
265,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,632.323660168,0,632.309179288,23351.0832803,57786.52734375,994.273950755535
266,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,428.417862673,0,428.408008675,13792.3346019,34134.50390625,673.871064406327
267,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,368.597217693,0,368.588158934,10276.9471467,25429.6640625,579.720528947729
268,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,578.801843406,0,578.790130907,23944.9176152,59253.59765625,910.270897617157
269,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,808.057722528,0,808.040695625,36114.3448686,89384.8203125,1271.08703723885
270,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,822.891335596,0,822.873786972,36434.479411,90172.4140625,1293.57306535837
271,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,558.403774756,0,558.391981321,22506.6706309,55694.30859375,878.091444114494
272,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,399.45335666,0,399.444683512,11336.4397247,28079.29296875,628.699788649041
273,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,364.552679442,0,364.5430648,10044.7691472,24875.15625,573.723460883086
274,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,985.822586282,0,985.800510617,63065.4148451,156238.0546875,1552.58071263918
275,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,319.068308189,0,319.062045313,7622.41712512,18863.08984375,501.803565773038
276,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,272.804188773,0,272.797467039,5517.75213546,13669.46484375,429.371686113529
277,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1333.76346329,0,1333.73647969,123179.184626,304881.64453125,2097.87703641242
278,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,723.782775849,0,723.768361177,37551.4441341,92982.48046875,1139.2847466463
279,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,311.657618505,0,311.651715886,7038.33376603,17437.15234375,490.710623421908
280,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,279.440382415,0,279.436227649,5779.64846173,14319.01953125,439.942873661811
281,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,294.688034347,0,294.680202928,6626.96693812,16400.78515625,463.600358447337
282,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,452.747012466,0,452.736235298,15478.6148486,38328.01953125,712.507724491467
283,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,370.736580435,0,370.727317724,10558.3137211,26130.79296875,583.219896787583
284,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,309.077167939,0,309.070428204,7244.3339385,17929.375,486.244739063633
285,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1017.54460087,0,1017.5223871,53399.6018149,132161.4765625,1600.68400005678
286,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,400.597576572,0,400.589642536,11939.1225199,29547.4296875,630.145239046986
287,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,825.240203589,0,825.222888456,49881.6019536,123471.79296875,1298.13314945439
288,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,9685.90375378,0,9685.69199792,2002279.87904,4957487.16796875,15241.0662877593
289,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,761.006794039,0,760.99002537,42764.5245789,105850.9921875,1197.20666186346
290,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,338.685311041,0,338.675658213,8449.59225276,20914.4609375,532.843006446187
291,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1035.24632931,0,1035.22182499,64683.4957506,160120.62890625,1627.89405696271
292,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,512.932486144,0,512.922485559,19390.5104632,48134.96484375,808.154818779168
293,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,451.619146408,0,451.611478297,15189.8054355,37602.53515625,710.471639937526
294,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,345.409482929,0,345.402901413,8942.72795237,22134.578125,543.425512804227
295,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,427.848138434,0,427.838228505,13232.8287748,32702.953125,672.484175880788
296,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1663.76496367,0,1663.72843989,165289.090687,410330.5078125,2620.85534535215
297,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1007.06099175,0,1007.03871524,66757.3383864,165257.17578125,1584.00296798499
298,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,3925.2655531,0,3925.18177431,451369.20321,1117950.26953125,6177.09292341846
299,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,166705.787077,0,166701.956802,288406274.421,747182508.414063,268182.53770337
300,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,461.234467149,0,461.226742307,15389.8877285,38068.2734375,725.48557883237
301,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1016.04344305,0,1016.02115165,65073.7269103,161077.82421875,1597.62153261492
302,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,379.648889722,0,379.640619043,10784.0819144,26652.8046875,596.778517744713
303,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,435.321486136,0,435.311518524,13627.2189939,33828.84375,685.838258403036
304,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,908.3059615,0,908.287025756,49807.6906879,123137.09375,1428.36597868652
305,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,606.045354722,0,606.031067781,27130.8948562,67118.859375,953.276611126631
306,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,352.810567283,0,352.80314103,9059.00494948,22413.41796875,554.974473401741
307,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,406.754517583,0,406.743327176,12250.9954087,30288.45703125,639.551825525715
308,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1148.46506816,0,1148.43958216,74031.4773608,183037.5,1806.35046541646
309,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,558.636343044,0,558.622534702,23064.0285037,57271.87109375,880.083481164752
310,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,493.53239957,0,493.520376641,17702.7726491,43761.5234375,775.707843030405
311,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,427.917512375,0,427.906385268,12986.1334771,32135.82421875,672.98099575654
312,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,358.468429262,0,358.459965306,9539.77739703,23601.48046875,563.819316223223
313,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,337.268348076,0,337.261194072,8507.44740243,21125.484375,531.417243904488
314,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,373.893801849,0,373.886488875,10153.7638427,25120.3125,587.939495355038
315,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,286.459262462,0,286.451396175,5800.28832913,14340.37109375,450.378433929654
316,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,738.922874099,0,738.905199129,36939.3869423,91335.34375,1161.75409375849
317,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,433.96069097,0,433.950174196,13653.3261303,33756.23828125,682.355960057615
318,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,458.609306071,0,458.598769103,15069.0972283,37420.5703125,722.508324793898
319,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,481.977082832,0,481.966203357,16486.7620631,40874.29296875,758.860297708648
320,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1130.7090152,0,1130.68417541,94733.227553,235255.1171875,1781.85155420607
321,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,479.323232856,0,479.313353488,16500.8880684,40799.875,753.88753367647
322,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,434.11999152,0,434.112164834,13978.2682057,34561.89453125,682.608612575023
323,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,380.290868719,0,380.282823267,10583.646886,26220.22265625,598.447683478939
324,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,627.484730863,0,627.471171772,27740.388819,68587.90234375,986.64348128742
325,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1087.08971368,0,1087.06528611,75041.3236458,185932.04296875,1710.53567791433
326,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,12585.310794,0,12585.0339066,3133863.8611,7758894.046875,19803.434968843
327,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,711.788361272,0,711.773939456,37749.7730288,93425.25390625,1119.69612037557
328,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,430.628565806,0,430.620043361,13858.6089723,34360.48828125,678.010071980875
329,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,418.620949721,0,418.612926408,12928.5073254,32031.03515625,658.885692932425
330,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,684.009575938,0,683.996324823,33653.9330411,83213.73046875,1075.49099016902
331,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,530.175221067,0,530.164137506,20784.294181,51393.56640625,833.796713824478
332,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,438.33872539,0,438.329571162,14478.937015,35884.4765625,690.108109382712
333,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,476.312009296,0,476.301986378,16662.7171928,41239.328125,749.212335506502
334,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,453.382580768,0,453.37096195,15378.6986846,38029.87890625,712.939027700923
335,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,407.841384809,0,407.831424405,12812.8294596,31730.7265625,641.824448517506
336,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,614.552756246,0,614.540845279,28571.9594655,70842.11328125,967.653990898507
337,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,472.634864736,0,472.622190935,16880.108892,41856.92578125,744.270019070303
338,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,452.21706432,0,452.207126258,15408.8655541,38190.41796875,711.913964472365
339,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,453.855207552,0,453.845784714,15039.6687662,37190.50390625,713.702489408694
340,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,11491.4566278,0,11491.2032972,4873402.82682,12094523.4960938,18108.0345759032
341,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,540.011436292,0,540.000798275,21754.7878739,53926.22265625,849.978784198994
342,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,354.025232248,0,354.017667033,8774.79509405,21700.21484375,556.626323290448
343,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,449.469487824,0,449.459892942,15092.8781134,37401.2734375,707.597791190091
344,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,433.718989289,0,433.710313905,13736.5375832,33971.5078125,681.925871453595
345,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,633.635763921,0,633.62322414,30145.7100636,74707.515625,997.685079968886
346,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,516.793761635,0,516.783464064,19752.8620735,48896.14453125,813.177533446539
347,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,812.693332277,0,812.675168113,45231.3098313,112123.4140625,1279.70867402189
348,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,463.540703637,0,463.532355225,15828.5057415,39212.00390625,729.50449649037
349,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,384.651177484,0,384.645120894,10523.7884907,26070.06640625,605.238259204067
350,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,347.290415821,0,347.282152711,9028.52219528,22341.27734375,546.195515837374
351,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,486.545765167,0,486.534583012,17526.9421148,43372.18359375,765.504997631666
352,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,277.972080828,0,277.967169159,5649.06730479,13978.62890625,437.181044534921
353,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,489.673446815,0,489.662609339,16668.9395509,41249.76953125,770.279166661707
354,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,344.66484639,0,344.658142591,8988.86521485,22243.94921875,542.20605852248
355,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,496.510869085,0,496.500141513,16576.1804344,41065.61328125,781.779489436671
356,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,991.789716645,0,991.767969839,49929.0499696,123945.12109375,1563.48473166226
357,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,478.524525981,0,478.515333309,16951.1913553,42019.72265625,753.231133091932
358,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,414.750406029,0,414.739562892,12171.074808,30212.58984375,653.533160009241
359,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1392.98018516,0,1392.94903245,106790.043936,265623.0390625,2198.43434606179
360,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,431.751923744,0,431.74433728,13507.7483914,33482.55859375,679.972888558291
361,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,368.644155927,0,368.637404317,10160.2999145,25185.12109375,580.334010585023
362,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,265.90307617,0,265.898066427,5357.1125113,13298.9453125,418.958825195312
363,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,413.645654836,0,413.636703585,12996.4417485,32217.34375,651.242229669657
364,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,369.389776608,0,369.38474218,10114.2255965,25112.58984375,581.985904480416
365,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,419.69224005,0,419.684888239,12137.0123951,30087.13671875,661.07674173443
366,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,388.111646048,0,388.103930807,10888.6052607,26992.671875,611.272936603684
367,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,523.84027194,0,523.828021664,19973.0150021,49553.94140625,825.031333870796
368,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,424.068763619,0,424.060700844,12992.5029374,32260.66796875,668.250552731135
369,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,440.216308255,0,440.20667784,14757.72411,36590.8828125,693.080444185737
370,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,596.098965596,0,596.08603111,26363.089948,65364.88671875,938.712795012849
371,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1024.14020365,0,1024.11626516,72601.424976,179802.20703125,1611.05799754729
372,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,474.466413444,0,474.454714557,17337.9694476,43006.91015625,747.334557892159
373,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,426.412011555,0,426.403563233,13744.3757882,34093.37890625,671.440238147902
